chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
444,84693,"alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFo-(1->2)-alpha-D-Rhap4NFoO[CH2]5C(O)NH2CH2CH2NH2-3,4-dioxocyclobutylaminomethyl group","An organyl group consisting of a hexasaccharide of N-formyl-alpha-D-perosamine residues linked (1->2) throughout, and linked at the reducing end glycosidically to a 2-[2-(hexanamido)ethylamino]-3,4-dioxocyclobutylaminomethyl group used as a tether for conjugation to proteins.",30725,CAS Registry Number,42583-46-0,eaflatoxin,42583-46-0,30725.0,"Human Metabolome Database (HMDB): 2,3-Epoxyaflatoxin B1 is formed due to the metabolism of aflatoxin B1 (AFB1) by CYP2A13, an enzyme predominantly expressed in human respiratory tract, but there is no detectable AFB1 epoxide formation by CYP2A6, which was also reported to be involved in the metabolic activation of AFB1. (PMID: 16385575). Aflatoxins are naturally occurring mycotoxins that are produced by many species of Aspergillus, a fungus, most notably Aspergillus flavus and Aspergillus parasiticus. At least 13 different types of aflatoxin are produced in nature. Aflatoxin B1 is considered the most toxic and is produced by both Aspergillus flavus and Aspergillus parasiticus. The native habitat of Aspergillus is in soil, decaying vegetation, hay, and grains undergoing microbiological deterioration and it invades all types of organic substrates whenever conditions are favorable for its growth. Favorable conditions include high moisture content (at least 7%) and high temperature. Aflatoxins B1 (AFB1) are contaminants of improperly stored foods; they are potent genotoxic and carcinogenic compounds, exerting their effects through damage to DNA. They can also induce mutations that increase oxidative damage. (PMID: 17214555). Crops which are frequently affected by Aspergillus contamination include cereals (maize, sorghum, pearl millet, rice, wheat), oilseeds (peanut, soybean, sunflower, cotton), spices (chile peppers, black pepper, coriander, turmeric, ginger), and tree nuts (almond, pistachio, walnut, coconut, brazil nut).","2,3-Epoxyaflatoxin B1",HMDB0006558,b,b,C19586,b,FDB014707,eaflatoxin,[H]C1=C2O[C@@]3([H])O[C@]4([H])O[C@]4([H])[C@@]3([H])C2=C2OC(=O)C3=C(C2=C1OC([H])([H])[H])C([H])([H])C([H])([H])C3=O,KHBXRZGALJGBPA-IRWJRLHMSA-N,"InChI=1S/C17H12O7/c1-20-7-4-8-11(12-14-17(23-14)24-16(12)21-8)13-10(7)5-2-3-6(18)9(5)15(19)22-13/h4,12,14,16-17H,2-3H2,1H3/t12-,14-,16+,17+/m1/s1"
445,84704,beta-D-galactosyl-(1<->1')-N-eicosanoylsphinganine,A beta-D-galactosyl-(1<->1')-N-acylsphinganine in which the acyl group specified is eicosanoyl.,18022,CAS Registry Number,302-04-5,tcynt,302-04-5,18022.0,"Human Metabolome Database (HMDB): Thiocyanate is analogous to the cyanate ion, [OCN]-, wherein oxygen is replaced by sulfur. [SCN]- is one of the pseudohalogens, due to the similarity of its reactions to that of halide ions. Thiocyanate was formerly known as rhodanide (from a Greek word for rose) because of the red color of its complexes with iron. Thiocyanates are typically colorless. Cyanide ions can react with cystine to yield thicocyanate. This reaction occurs to a slight extent even in neutral solution, but is more pronounced in alkaline solutions of cystine. In addition to this non-enzymatic route, cyanide produced in vivo can be converted in part to thiocyanate by sulfur transferase systems. The thiocyanate ion can be oxidized at acid pH by hydrogen peroxide to generate sulfate and cyanide. The reaction is catalyzed by hemoglobin acting as a peroxidase. Thiocyanate is analogous to the cyanate ion, [OCN]-, wherein oxygen is replaced by sulfur. [SCN]- is one of the pseudohalogens, due to the similarity of its reactions to that of halide ions. Thiocyanate was formerly known as rhodanide (from a Greek word for rose) because of the red color of its complexes with iron. Thiocyanates are typically colorless. Cyanide ions can react with cystine to yield thicocyanate. This reaction occurs to a slight extent even in neutral solution, but is more pronounced in alkaline solutions of cystine. In addition to this non-enzymatic route, cyanide produced in vivo can be converted in part to thiocyanate by sulfur transferase systems. The thiocyanate ion can be oxidized at acid pH by hydrogen peroxide to generate sulfate and cyanide. The reaction is catalyzed by hemoglobin acting as a peroxidase. A study shows that thiocyanate has a protective effect in lung in cystic fibrosis, and an anti-inflammatory effect in arterial endothelial cells, a neuronal cell line, and a pancreatic beta cell line (PMID: 19918082).",Thiocyanate,HMDB0001453,b,b,C01755,HSCN,FDB013883,tcynt,[S-]C#N,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,InChI=1S/CHNS/c2-1-3/h3H/p-1
446,84705,beta-D-glucosyl-(1<->1')-N-docosanoylsphinganine,A beta-D-glucosyl-(1<->1')-N-acylsphinganine in which the acyl group specified is docosanoyl.,18022,CAS Registry Number,302-04-5,tcynt,302-04-5,18022.0,"Human Metabolome Database (HMDB): Thiocyanate is analogous to the cyanate ion, [OCN]-, wherein oxygen is replaced by sulfur. [SCN]- is one of the pseudohalogens, due to the similarity of its reactions to that of halide ions. Thiocyanate was formerly known as rhodanide (from a Greek word for rose) because of the red color of its complexes with iron. Thiocyanates are typically colorless. Cyanide ions can react with cystine to yield thicocyanate. This reaction occurs to a slight extent even in neutral solution, but is more pronounced in alkaline solutions of cystine. In addition to this non-enzymatic route, cyanide produced in vivo can be converted in part to thiocyanate by sulfur transferase systems. The thiocyanate ion can be oxidized at acid pH by hydrogen peroxide to generate sulfate and cyanide. The reaction is catalyzed by hemoglobin acting as a peroxidase. Thiocyanate is analogous to the cyanate ion, [OCN]-, wherein oxygen is replaced by sulfur. [SCN]- is one of the pseudohalogens, due to the similarity of its reactions to that of halide ions. Thiocyanate was formerly known as rhodanide (from a Greek word for rose) because of the red color of its complexes with iron. Thiocyanates are typically colorless. Cyanide ions can react with cystine to yield thicocyanate. This reaction occurs to a slight extent even in neutral solution, but is more pronounced in alkaline solutions of cystine. In addition to this non-enzymatic route, cyanide produced in vivo can be converted in part to thiocyanate by sulfur transferase systems. The thiocyanate ion can be oxidized at acid pH by hydrogen peroxide to generate sulfate and cyanide. The reaction is catalyzed by hemoglobin acting as a peroxidase. A study shows that thiocyanate has a protective effect in lung in cystic fibrosis, and an anti-inflammatory effect in arterial endothelial cells, a neuronal cell line, and a pancreatic beta cell line (PMID: 19918082).",Thiocyanate,HMDB0001453,b,b,C01755,HSCN,FDB013883,tcynt,[S-]C#N,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,InChI=1S/CHNS/c2-1-3/h3H/p-1
447,84733,dihexosylceramide sulfate(1-),An organosulfate oxoanion obtained by deprotonation of the sulfate group of any dihexosylceramide sulfate; major species at pH 7.3.,30744,CAS Registry Number,328-42-7,oaa,328-42-7,30744.0,"Human Metabolome Database (HMDB): Oxaloacetic acid, also known as oxosuccinic acid or oxalacetic acid, is a four-carbon dicarboxylic acid appearing as an intermediate of the citric acid cycle. In vivo, oxaloacetate (the ionized form of oxaloacetic acid) is formed by the oxidation of L-malate, catalyzed by malate dehydrogenase, and reacts with Acetyl-CoA to form citrate, catalyzed by citrate synthase.(wikipedia) A class of ketodicarboxylic acids derived from oxalic acid. Oxaloacetic acid is an intermediate in the citric acid cycle and is converted to aspartic acidD by a transamination reaction.",Oxalacetic acid,HMDB0000223,b,b,C00036,OXALACETIC_ACID,FDB001479,oaa,[H]C([H])(C([O-])=O)C(=O)C([O-])=O,KHPXUQMNIQBQEV-UHFFFAOYSA-L,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2"
448,84734,Fe(III)-complexed siderophore,Any iron chelate that consists of a siderophore complexed to iron(III),30744,CAS Registry Number,328-42-7,oaa,328-42-7,30744.0,"Human Metabolome Database (HMDB): Oxaloacetic acid, also known as oxosuccinic acid or oxalacetic acid, is a four-carbon dicarboxylic acid appearing as an intermediate of the citric acid cycle. In vivo, oxaloacetate (the ionized form of oxaloacetic acid) is formed by the oxidation of L-malate, catalyzed by malate dehydrogenase, and reacts with Acetyl-CoA to form citrate, catalyzed by citrate synthase.(wikipedia) A class of ketodicarboxylic acids derived from oxalic acid. Oxaloacetic acid is an intermediate in the citric acid cycle and is converted to aspartic acidD by a transamination reaction.",Oxalacetic acid,HMDB0000223,b,b,C00036,OXALACETIC_ACID,FDB001479,oaa,[H]C([H])(C([O-])=O)C(=O)C([O-])=O,KHPXUQMNIQBQEV-UHFFFAOYSA-L,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2"
449,25053,a,a,30744,CAS Registry Number,328-42-7,oaa,328-42-7,30744.0,"Human Metabolome Database (HMDB): Oxaloacetic acid, also known as oxosuccinic acid or oxalacetic acid, is a four-carbon dicarboxylic acid appearing as an intermediate of the citric acid cycle. In vivo, oxaloacetate (the ionized form of oxaloacetic acid) is formed by the oxidation of L-malate, catalyzed by malate dehydrogenase, and reacts with Acetyl-CoA to form citrate, catalyzed by citrate synthase.(wikipedia) A class of ketodicarboxylic acids derived from oxalic acid. Oxaloacetic acid is an intermediate in the citric acid cycle and is converted to aspartic acidD by a transamination reaction.",Oxalacetic acid,HMDB0000223,b,b,C00036,OXALACETIC_ACID,FDB001479,oaa,[H]C([H])(C([O-])=O)C(=O)C([O-])=O,KHPXUQMNIQBQEV-UHFFFAOYSA-L,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)/p-2"
450,84751,beta-D-galactosyl-N-[(17Z)-hexacosenoyl]sphingosine,A N-acyl-beta-D-galactosylsphingosine in which the acyl group specified is (17Z)-hexacosenoyl.,30746,CAS Registry Number,65-85-0,bz,65-85-0,30746.0,"Human Metabolome Database (HMDB): Benzoic acid, C6H5COOH, is a colourless crystalline solid and the simplest aromatic carboxylic acid. Benzoic acid occurs naturally free and bound as benzoic acid esters in many plant and animal species. Appreciable amounts have been found in most berries (around 0.05%). Cranberries contain as much as 300-1300 mg free benzoic acid per kg fruit. Benzoic acid is a fungistatic compound that is widely used as a food preservative. It often is conjugated to glycine in the liver and excreted as hippuric acid. Benzoic acid is a byproduct of phenylalanine metabolism in bacteria. It is also produced when gut bacteria process polyphenols (from ingested fruits or beverages).",Benzoic acid,HMDB0001870,b,b,C00180,BENZOATE,FDB008739,bz,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([O-])=O,WPYMKLBDIGXBTP-UHFFFAOYSA-M,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)/p-1"
451,84752,1-[(9E)-hexadecenoyl]-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 16:1 in which the 1-acyl group is (9E)-hexadecenoyl.,30746,CAS Registry Number,65-85-0,bz,65-85-0,30746.0,"Human Metabolome Database (HMDB): Benzoic acid, C6H5COOH, is a colourless crystalline solid and the simplest aromatic carboxylic acid. Benzoic acid occurs naturally free and bound as benzoic acid esters in many plant and animal species. Appreciable amounts have been found in most berries (around 0.05%). Cranberries contain as much as 300-1300 mg free benzoic acid per kg fruit. Benzoic acid is a fungistatic compound that is widely used as a food preservative. It often is conjugated to glycine in the liver and excreted as hippuric acid. Benzoic acid is a byproduct of phenylalanine metabolism in bacteria. It is also produced when gut bacteria process polyphenols (from ingested fruits or beverages).",Benzoic acid,HMDB0001870,b,b,C00180,BENZOATE,FDB008739,bz,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([O-])=O,WPYMKLBDIGXBTP-UHFFFAOYSA-M,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)/p-1"
452,8718,a,a,30746,CAS Registry Number,65-85-0,bz,65-85-0,30746.0,"Human Metabolome Database (HMDB): Benzoic acid, C6H5COOH, is a colourless crystalline solid and the simplest aromatic carboxylic acid. Benzoic acid occurs naturally free and bound as benzoic acid esters in many plant and animal species. Appreciable amounts have been found in most berries (around 0.05%). Cranberries contain as much as 300-1300 mg free benzoic acid per kg fruit. Benzoic acid is a fungistatic compound that is widely used as a food preservative. It often is conjugated to glycine in the liver and excreted as hippuric acid. Benzoic acid is a byproduct of phenylalanine metabolism in bacteria. It is also produced when gut bacteria process polyphenols (from ingested fruits or beverages).",Benzoic acid,HMDB0001870,b,b,C00180,BENZOATE,FDB008739,bz,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([O-])=O,WPYMKLBDIGXBTP-UHFFFAOYSA-M,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)/p-1"
453,84775,N-acetyl-D-glucosamine 6-sulfate(1-),The  organosulfate oxoanion formed by proton loss from the sulfate group of N-acetyl-6-O-sulfo-D-glucosamine.,30751,CAS Registry Number,64-18-6,for,64-18-6,30751.0,"Human Metabolome Database (HMDB): Formic acid is the simplest carboxylic acid. Formate is an intermediate in normal metabolism. It takes part in the metabolism of one-carbon compounds and its carbon may appear in methyl groups undergoing transmethylation. It is eventually oxidized to carbon dioxide. Formate is typically produced as a byproduct in the production of acetate. It is responsible for both metabolic acidosis and disrupting mitochondrial electron transport and energy production by inhibiting cytochrome oxidase activity, the terminal electron acceptor of the electron transport chain. Cell death from cytochrome oxidase inhibition by formate is believed to result partly from depletion of ATP, reducing energy concentrations so that essential cell functions cannot be maintained. Furthermore, inhibition of cytochrome oxidase by formate may also cause cell death by increased production of cytotoxic reactive oxygen species (ROS) secondary to the blockade of the electron transport chain. In nature, formic acid is found in the stings and bites of many insects of the order Hymenoptera, including bees and ants. The principal use of formic acid is as a preservative and antibacterial agent in livestock feed. When sprayed on fresh hay or other silage, it arrests certain decay processes and causes the feed to retain its nutritive value longer.",Formic acid,HMDB0000142,b,b,C00058,FORMATE,FDB012804,for,[H]C([O-])=O,BDAGIHXWWSANSR-UHFFFAOYSA-M,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1"
454,84791,"(3E,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA(4-)","A trans-3-enoyl-CoA(4-) obtained by deprotonation of the phosphate and diphosphate OH groups of (3E,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA; major species at pH 7.3.",30754,CAS Registry Number,118-92-3,anth,118-92-3,30754.0,Human Metabolome Database (HMDB): 2-Aminobenzoic acid is an organic compound. It is a substrate of enzyme anthranilate hydroxylase [EC 1.14.13.35] in benzoate degradation via hydroxylation pathway (KEGG).,2-Aminobenzoic acid,HMDB0001123,b,b,C00108,ANTHRANILATE,FDB000896,anth,[H]N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([O-])=O,RWZYAGGXGHYGMB-UHFFFAOYSA-M,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)/p-1"
455,8120,a,a,30754,CAS Registry Number,118-92-3,anth,118-92-3,30754.0,Human Metabolome Database (HMDB): 2-Aminobenzoic acid is an organic compound. It is a substrate of enzyme anthranilate hydroxylase [EC 1.14.13.35] in benzoate degradation via hydroxylation pathway (KEGG).,2-Aminobenzoic acid,HMDB0001123,b,b,C00108,ANTHRANILATE,FDB000896,anth,[H]N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([O-])=O,RWZYAGGXGHYGMB-UHFFFAOYSA-M,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)/p-1"
456,84792,a,a,30754,CAS Registry Number,118-92-3,anth,118-92-3,30754.0,Human Metabolome Database (HMDB): 2-Aminobenzoic acid is an organic compound. It is a substrate of enzyme anthranilate hydroxylase [EC 1.14.13.35] in benzoate degradation via hydroxylation pathway (KEGG).,2-Aminobenzoic acid,HMDB0001123,b,b,C00108,ANTHRANILATE,FDB000896,anth,[H]N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([O-])=O,RWZYAGGXGHYGMB-UHFFFAOYSA-M,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)/p-1"
457,84814,"1-[(9Z)-octadecenoyl]-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphocholine","A phosphatidylcholine 40:7 in which the acyl groups at positions 1 and 2 are specified as (9Z)-octadecenoyl and (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl respectively.",30763,CAS Registry Number,99-96-7,4hbz,99-96-7,30763.0,"Human Metabolome Database (HMDB): 4-Hydroxybenzoic acid, or p-hydroxybenzoic acid, is a phenolic derivative of benzoic acid. It a white crystalline solid that is slightly soluble in water and chloroform, but well soluble in alcohols, ether, and acetone.",4-Hydroxybenzoic acid,HMDB0000500,b,b,C00156,b,FDB010508,4hbz,[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([O-])=O,FJKROLUGYXJWQN-UHFFFAOYSA-M,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1"
458,84815,"1,2-di-octadecadienoyl-sn-glycero-3-phosphocholine",A phosphatidylcholine 36:4 in which the acyl groups at positions 1 and 2 are octadecadienoyl with double bonds at unspecified positions.,30763,CAS Registry Number,99-96-7,4hbz,99-96-7,30763.0,"Human Metabolome Database (HMDB): 4-Hydroxybenzoic acid, or p-hydroxybenzoic acid, is a phenolic derivative of benzoic acid. It a white crystalline solid that is slightly soluble in water and chloroform, but well soluble in alcohols, ether, and acetone.",4-Hydroxybenzoic acid,HMDB0000500,b,b,C00156,b,FDB010508,4hbz,[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([O-])=O,FJKROLUGYXJWQN-UHFFFAOYSA-M,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1"
459,4802,a,a,30763,CAS Registry Number,99-96-7,4hbz,99-96-7,30763.0,"Human Metabolome Database (HMDB): 4-Hydroxybenzoic acid, or p-hydroxybenzoic acid, is a phenolic derivative of benzoic acid. It a white crystalline solid that is slightly soluble in water and chloroform, but well soluble in alcohols, ether, and acetone.",4-Hydroxybenzoic acid,HMDB0000500,b,b,C00156,b,FDB010508,4hbz,[H]OC1=C([H])C([H])=C(C([H])=C1[H])C([O-])=O,FJKROLUGYXJWQN-UHFFFAOYSA-M,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1"
460,84835,1-hexadecanoyl-2-(7Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine,"A 1,2-diacyl-sn-glycero-3-phosphoethanolamine in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 7Z-octadecenoyl respectively.",30768,CAS Registry Number,79-09-4,ppa,79-09-4,30768.0,"Human Metabolome Database (HMDB): Propionic acid (PA) is widely used as an antifungal agent in food. It is present naturally at low levels in dairy products and occurs ubiquitously, together with other short-chain fatty acids (SCFA), in the gastro-intestinal tract of humans and other mammals as an end-product of the microbial digestion of carbohydrates. It has significant physiological activity in animals. PA is irritant but produces no acute systemic effects and has no demonstrable genotoxic potential. (PMID 1628870) Propionic aciduria is one of the most frequent organic acidurias, a disease that comprise many various disorders. The outcome of patients born with Propionic aciduria (genetic disorder) is poor intellectual development patterns, with 60% having an IQ less than 75 and requiring special education. Successful liver and/or renal transplantations, in a few patients, have resulted in better quality of life but have not necessarily prevented neurological and various visceral complications. These results emphasize the need for permanent metabolic follow-up whatever the therapeutic strategy. (PMID 15868474) Decreased early mortality, less severe symptoms at diagnosis, and more favorable short-term neurodevelopmental outcome were recorded in patients identified through expanded newborn screening. (PMID 16763906).",Propionic acid,HMDB0000237,b,b,C00163,PROPIONATE,FDB008285,ppa,[H]C([H])([H])C([H])([H])C([O-])=O,XBDQKXXYIPTUBI-UHFFFAOYSA-M,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1"
461,84836,"1,2-di-octadecenoyl-sn-glycero-3-phosphocholine",A phosphatidylcholine 36:2 in which the acyl group both at positions 1 and 2 is octadecenoyl with double bond at unspecified position.,30768,CAS Registry Number,79-09-4,ppa,79-09-4,30768.0,"Human Metabolome Database (HMDB): Propionic acid (PA) is widely used as an antifungal agent in food. It is present naturally at low levels in dairy products and occurs ubiquitously, together with other short-chain fatty acids (SCFA), in the gastro-intestinal tract of humans and other mammals as an end-product of the microbial digestion of carbohydrates. It has significant physiological activity in animals. PA is irritant but produces no acute systemic effects and has no demonstrable genotoxic potential. (PMID 1628870) Propionic aciduria is one of the most frequent organic acidurias, a disease that comprise many various disorders. The outcome of patients born with Propionic aciduria (genetic disorder) is poor intellectual development patterns, with 60% having an IQ less than 75 and requiring special education. Successful liver and/or renal transplantations, in a few patients, have resulted in better quality of life but have not necessarily prevented neurological and various visceral complications. These results emphasize the need for permanent metabolic follow-up whatever the therapeutic strategy. (PMID 15868474) Decreased early mortality, less severe symptoms at diagnosis, and more favorable short-term neurodevelopmental outcome were recorded in patients identified through expanded newborn screening. (PMID 16763906).",Propionic acid,HMDB0000237,b,b,C00163,PROPIONATE,FDB008285,ppa,[H]C([H])([H])C([H])([H])C([O-])=O,XBDQKXXYIPTUBI-UHFFFAOYSA-M,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1"
462,26969,a,a,30768,CAS Registry Number,79-09-4,ppa,79-09-4,30768.0,"Human Metabolome Database (HMDB): Propionic acid (PA) is widely used as an antifungal agent in food. It is present naturally at low levels in dairy products and occurs ubiquitously, together with other short-chain fatty acids (SCFA), in the gastro-intestinal tract of humans and other mammals as an end-product of the microbial digestion of carbohydrates. It has significant physiological activity in animals. PA is irritant but produces no acute systemic effects and has no demonstrable genotoxic potential. (PMID 1628870) Propionic aciduria is one of the most frequent organic acidurias, a disease that comprise many various disorders. The outcome of patients born with Propionic aciduria (genetic disorder) is poor intellectual development patterns, with 60% having an IQ less than 75 and requiring special education. Successful liver and/or renal transplantations, in a few patients, have resulted in better quality of life but have not necessarily prevented neurological and various visceral complications. These results emphasize the need for permanent metabolic follow-up whatever the therapeutic strategy. (PMID 15868474) Decreased early mortality, less severe symptoms at diagnosis, and more favorable short-term neurodevelopmental outcome were recorded in patients identified through expanded newborn screening. (PMID 16763906).",Propionic acid,HMDB0000237,b,b,C00163,PROPIONATE,FDB008285,ppa,[H]C([H])([H])C([H])([H])C([O-])=O,XBDQKXXYIPTUBI-UHFFFAOYSA-M,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1"
463,84851,ethyl linolenate,A long-chain fatty acid ethyl ester resulting from the formal condensation of the carboxy group of linolenic acid with the hydroxy group of ethanol.,30769,CAS Registry Number,77-92-9,cit,77-92-9,30769.0,"Human Metabolome Database (HMDB): Citric acid (citrate) is a weak acid that is formed in the tricarboxylic acid cycle or that may be introduced with diet. The evaluation of plasma citric acid is scarcely used in the diagnosis of human diseases. On the contrary urinary citrate excretion is a common tool in the differential diagnosis of kidney stones, renal tubular acidosis and it plays also a role in bone diseases. The importance of hypocitraturia should be considered with regard to bone mass, urine crystallization and urolithiasis. (PMID 12957820) The secretory epithelial cells of the prostate gland of humans and other animals posses a unique citrate-related metabolic pathway regulated by testosterone and prolactin. This specialized hormone-regulated metabolic activity is responsible for the major prostate function of the production and secretion of extraordinarily high levels of citrate. The key regulatory enzymes directly associated with citrate production in the prostate cells are mitochondrial aspartate aminotransferase, pyruvate dehydrogenase, and mitochondrial aconitase. testosterone and prolactin are involved in the regulation of the corresponding genes associated with these enzymes. The regulatory regions of these genes contain the necessary response elements that confer the ability of both hormones to control gene transcription. Protein kinase C (PKC) is the signaling pathway for the prolactin regulation of the metabolic genes in prostate cells. testosterone and prolactin regulation of these metabolic genes (which are constitutively expressed in all mammalian cells is specific for these citrate-producing cells (PMID 12198595). Citric acid is found in citrus fruits, most concentrated in lemons and limes, where it can comprise as much as 8% of the dry weight of the fruit. Citric acid is a natural preservative and is also used to add an acidic (sour) taste to foods and soft drinks. The salts of citric acid (citrates) can be used as anticoagulants due to their calcium chelating ability. Intolerance to citric acid in the diet is known to exist. Little information is available as the condition appears to be rare, but like other types of food intolerance it is often described as a ""pseudo-allergic"" reaction. Moreover, citric acid is found to be associated with maple syrup urine disease, primary hypomagnesemia, propionic acidemia, and tyrosinemia I, which are inborn errors of metabolism.",Citric acid,HMDB0000094,b,b,C00158,CIT,FDB012586,cit,[H]OC(C([O-])=O)(C([H])([H])C([O-])=O)C([H])([H])C([O-])=O,KRKNYBCHXYNGOX-UHFFFAOYSA-K,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3"
464,84852,2-hydroxytridecanoic acid,A 2-hydroxy fatty acid that is tridecanoic acid substituted by  a hydroxy group at position 2.,30769,CAS Registry Number,77-92-9,cit,77-92-9,30769.0,"Human Metabolome Database (HMDB): Citric acid (citrate) is a weak acid that is formed in the tricarboxylic acid cycle or that may be introduced with diet. The evaluation of plasma citric acid is scarcely used in the diagnosis of human diseases. On the contrary urinary citrate excretion is a common tool in the differential diagnosis of kidney stones, renal tubular acidosis and it plays also a role in bone diseases. The importance of hypocitraturia should be considered with regard to bone mass, urine crystallization and urolithiasis. (PMID 12957820) The secretory epithelial cells of the prostate gland of humans and other animals posses a unique citrate-related metabolic pathway regulated by testosterone and prolactin. This specialized hormone-regulated metabolic activity is responsible for the major prostate function of the production and secretion of extraordinarily high levels of citrate. The key regulatory enzymes directly associated with citrate production in the prostate cells are mitochondrial aspartate aminotransferase, pyruvate dehydrogenase, and mitochondrial aconitase. testosterone and prolactin are involved in the regulation of the corresponding genes associated with these enzymes. The regulatory regions of these genes contain the necessary response elements that confer the ability of both hormones to control gene transcription. Protein kinase C (PKC) is the signaling pathway for the prolactin regulation of the metabolic genes in prostate cells. testosterone and prolactin regulation of these metabolic genes (which are constitutively expressed in all mammalian cells is specific for these citrate-producing cells (PMID 12198595). Citric acid is found in citrus fruits, most concentrated in lemons and limes, where it can comprise as much as 8% of the dry weight of the fruit. Citric acid is a natural preservative and is also used to add an acidic (sour) taste to foods and soft drinks. The salts of citric acid (citrates) can be used as anticoagulants due to their calcium chelating ability. Intolerance to citric acid in the diet is known to exist. Little information is available as the condition appears to be rare, but like other types of food intolerance it is often described as a ""pseudo-allergic"" reaction. Moreover, citric acid is found to be associated with maple syrup urine disease, primary hypomagnesemia, propionic acidemia, and tyrosinemia I, which are inborn errors of metabolism.",Citric acid,HMDB0000094,b,b,C00158,CIT,FDB012586,cit,[H]OC(C([O-])=O)(C([H])([H])C([O-])=O)C([H])([H])C([O-])=O,KRKNYBCHXYNGOX-UHFFFAOYSA-K,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3"
